# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_westwood_v4
# Exported by: niclas
setting:	replacespawns 1
weapon_ttt_smokegrenade	2157.093018 -134.144547 -104.266792	-73.823 -48.245 133.156
weapon_ttt_smokegrenade	2171.030518 -141.460663 -105.905060	-8.007 177.086 78.445
weapon_ttt_smokegrenade	2158.429443 -128.232986 -103.220802	-44.426 -14.602 106.055
weapon_ttt_smokegrenade	2139.601318 -134.223114 -104.437973	46.581 167.777 -106.729
weapon_ttt_smokegrenade	2136.845703 -153.334183 -108.275391	-34.339 -10.034 103.919
weapon_ttt_smokegrenade	2319.443359 132.331100 -82.850922	-0.096 -0.025 0.306
weapon_ttt_smokegrenade	2318.902832 106.527512 -82.984276	-0.205 -0.137 -0.341
weapon_ttt_smokegrenade	2523.897705 -784.590881 -107.472939	0.727 0.010 -0.470
weapon_ttt_smokegrenade	2053.099365 -553.644836 196.581177	2.880 -0.129 -2.981
weapon_ttt_smokegrenade	2392.224121 -567.868774 196.599670	2.368 -0.128 -2.446
weapon_ttt_smokegrenade	1399.286377 -625.526367 188.621353	1.760 -0.118 -1.816
weapon_ttt_smokegrenade	1069.300293 -643.078308 188.536240	1.956 0.004 -1.840
weapon_ttt_smokegrenade	-85.841736 410.339050 84.550308	3.743 -0.133 -3.892
weapon_ttt_smokegrenade	462.701324 477.312500 -115.484268	0.384 0.003 -0.072
weapon_ttt_smokegrenade	440.996857 479.261047 -115.432121	3.258 -0.145 -3.379
weapon_ttt_smokegrenade	409.475342 484.320587 -115.436127	3.353 -0.129 -3.476
weapon_ttt_smokegrenade	367.819336 1368.394165 -54.787449	0.417 0.003 -0.034
weapon_ttt_smokegrenade	357.950775 1347.489136 -54.729893	3.188 -0.137 -3.272
weapon_ttt_smokegrenade	355.210876 1394.719971 -54.768398	1.409 0.011 -1.169
weapon_ttt_smokegrenade	659.286194 -64.083672 -106.046295	75.117 51.540 -137.372
weapon_ttt_smokegrenade	916.946167 162.418335 -123.437759	0.203 -0.210 -0.038
weapon_ttt_smokegrenade	878.845825 665.254333 -75.481903	0.426 0.004 -0.122
item_ammo_revolver_ttt	-9.695454 1348.541382 -64.572968	0.448 0.050 0.031
item_ammo_revolver_ttt	-20.975416 1352.939697 -64.580032	0.446 0.051 0.034
item_ammo_revolver_ttt	-1641.720093 985.638000 -577.192200	3.386 0.105 -6.235
item_ammo_revolver_ttt	-1658.525635 1009.116943 -578.860718	3.338 -0.205 -6.594
item_ammo_revolver_ttt	-1773.974854 1165.593506 -582.699158	-6.073 1.072 -0.156
item_ammo_revolver_ttt	-1740.815674 1157.170898 -581.708557	0.285 -0.330 6.494
item_ammo_revolver_ttt	2350.534668 -452.607178 42.196850	1.288 2.386 -21.032
item_ammo_revolver_ttt	2377.616943 -468.204865 48.048386	1.299 2.392 -20.996
weapon_zm_revolver	2461.556152 223.400238 137.936569	2.498 -22.051 -84.146
weapon_zm_revolver	281.233185 -350.085602 -62.062317	2.484 -20.573 -84.205
weapon_zm_revolver	285.725494 -244.566467 -62.096313	2.575 -20.508 -83.340
weapon_zm_revolver	-283.244659 1675.664063 -110.062202	2.749 -20.105 -83.718
weapon_zm_revolver	556.605957 1378.605835 26.868839	2.217 -31.283 -84.302
weapon_zm_revolver	498.025482 1393.931519 -366.094391	2.254 -18.949 -84.397
weapon_zm_revolver	1032.223511 -906.882019 -596.363281	9.087 -23.265 -93.719
weapon_zm_revolver	-952.938599 -1343.078857 -596.833374	2.505 -35.520 -83.070
weapon_zm_revolver	383.981720 -401.091400 -570.235901	0.836 -22.681 -77.852
weapon_zm_revolver	1582.003174 163.275818 -102.092186	2.564 -20.518 -83.444
weapon_zm_revolver	690.579102 98.714706 30.244211	2.672 -20.137 -84.019
weapon_zm_revolver	902.518738 213.538269 -126.162643	2.119 -18.852 -83.670
weapon_zm_revolver	-154.656082 -499.455688 -78.788239	2.673 -21.127 -83.344
weapon_zm_revolver	-14.199520 1363.520264 -63.082874	2.405 -21.496 -84.451
weapon_zm_revolver	-1644.734863 1014.307251 -578.583191	2.532 -26.104 -90.226
weapon_zm_revolver	-1777.629639 1141.413574 -579.325562	30.467 -2.622 -5.541
weapon_zm_revolver	2358.591064 -455.072906 44.752724	-5.757 -26.204 -101.454
